source_name_abbr,CHEMICAL,reported_chemical_name,reported_casrn,X,substanceid,withoutparenthetical,parenthetical
ices_sediment,,Grain Size Mass Fraction <31 micron,,NA,NA,Grain Size Mass Fraction <31 micron,
ices_sediment,,Grain Size Mass Fraction <4 micron,,NA,NA,Grain Size Mass Fraction <4 micron,
ices_sediment,,Grain Size Mass Fraction <420 micron,,NA,NA,Grain Size Mass Fraction <420 micron,
ices_sediment,,Grain Size Mass Fraction <50 micron,,NA,NA,Grain Size Mass Fraction <50 micron,choice list
ices_sediment,,Grain Size Mass Fraction <53 micron,,NA,NA,Grain Size Mass Fraction <53 micron,
ices_sediment,,Grain Size Mass Fraction <600 micron,,NA,NA,Grain Size Mass Fraction <600 micron,
ices_sediment,,Grain Size Mass Fraction <630 micron,,NA,NA,Grain Size Mass Fraction <630 micron,
ices_sediment,,Grain Size Mass Fraction <7 micron,,NA,NA,Grain Size Mass Fraction <7 micron,
ices_sediment,,Grain Size Mass Fraction <75 micron,,NA,NA,Grain Size Mass Fraction <75 micron,
ices_sediment,,Grain Size Mass Fraction <8 micron,,NA,NA,Grain Size Mass Fraction <8 micron,
ices_sediment,,Grain Size Mass Fraction <850 micron,,NA,NA,Grain Size Mass Fraction <850 micron,
ices_sediment,,Grain Size Mass Fraction >2000 micron (gravel),,NA,NA,Grain Size Mass Fraction >2000 micron ,choice list
ices_sediment,,% mortality,,NA,NA,% mortality,
ices_sediment,,sediment age determined from time of sampling,,NA,NA,sediment age determined from time of sampling,
carb,,PM1.5,,NA,NA,PM1.5,creatinine corrected
ctd,1,Sulfur Dioxide,9/5/7446,NA,NA,Sulfur Dioxide,carboxymethyl
ctd,1,Hydrogen Sulfide,6/4/7783,NA,NA,Hydrogen Sulfide,
ctd,1,Platinum,6/4/7440,NA,NA,Platinum,creatinine corrected
ctd,1,Potassium,9/7/7440,NA,NA,Potassium,DEPcreatinine corrected
ctd,1,Triiodothyronine,2/3/6893,NA,NA,Triiodothyronine,PCB 110
ctd,1,Palladium,5/3/7440,NA,NA,Palladium,egg shellshell
ctd,1,Polonium,8/6/7440,NA,NA,Polonium,creatinine corrected2003 \x96 2008
ctd,1,Niobium,3/1/7440,NA,NA,Niobium,TSP
ctd,1,Osmium,4/2/7440,NA,NA,Osmium,maxin combination with matrx
ahhs,1,"p,p\x92-DDT",,NA,NA,"p,p\x92-DDT",
ahhs,1,"p,p\x92-DDE",,NA,NA,"p,p\x92-DDE",ex. matrix EG
epa_nscrlft,1,"1,2,3,4,6,7,8-HpCDD",35822-46-9,NA,NA,"1,2,3,4,6,7,8-HpCDD",
epa_nscrlft,1,"1,2,3,4,6,7,8-HpCDF",67562-39-4,NA,NA,"1,2,3,4,6,7,8-HpCDF",
epa_nscrlft,1,"1,2,3,4,7,8,9-HpCDF",55673-89-7,NA,NA,"1,2,3,4,7,8,9-HpCDF",
epa_nscrlft,1,"1,2,3,4,7,8-HxCDD",39227-28-6,NA,NA,"1,2,3,4,7,8-HxCDD",
epa_nscrlft,1,"1,2,3,4,7,8-HxCDF",70648-26-9,NA,NA,"1,2,3,4,7,8-HxCDF",
epa_nscrlft,1,"1,2,3,6,7,8-HxCDD",57653-85-7,NA,NA,"1,2,3,6,7,8-HxCDD",
epa_nscrlft,1,"1,2,3,6,7,8-HxCDF",57117-44-9,NA,NA,"1,2,3,6,7,8-HxCDF",
epa_nscrlft,1,"1,2,3,7,8,9-HxCDD",19408-74-3,NA,NA,"1,2,3,7,8,9-HxCDD",
epa_nscrlft,1,"1,2,3,7,8,9-HxCDF",72918-21-9,NA,NA,"1,2,3,7,8,9-HxCDF",
epa_nscrlft,1,"1,2,3,7,8-PeCDD",40321-76-4,NA,NA,"1,2,3,7,8-PeCDD",
epa_nscrlft,1,"1,2,3,7,8-PeCDF",57117-41-6,NA,NA,"1,2,3,7,8-PeCDF",
epa_nscrlft,1,"2,3,4,6,7,8-HxCDF",60851-34-5,NA,NA,"2,3,4,6,7,8-HxCDF",
epa_nscrlft,1,"2,3,4,7,8-PeCDF",57117-31-4,NA,NA,"2,3,4,7,8-PeCDF",
epa_nscrlft,1,"2,3,7,8-TCDD",1746-01-6,NA,NA,"2,3,7,8-TCDD",
epa_nscrlft,1,"2,3,7,8-TCDF",51207-31-9,NA,NA,"2,3,7,8-TCDF",3+
epa_nscrlft,1,"2,4'-DDD",53-19-0,NA,NA,"2,4'-DDD",
epa_nscrlft,1,"2,4'-DDE",3424-82-6,NA,NA,"2,4'-DDE",
epa_nscrlft,1,"2,4'-DDT",789-02-6,NA,NA,"2,4'-DDT",
epa_nscrlft,1,"4,4'-DDD",72-54-8,NA,NA,"4,4'-DDD",
epa_nscrlft,1,"4,4'-DDE",72-55-9,NA,NA,"4,4'-DDE",
epa_nscrlft,1,"4,4'-DDT",50-29-3,NA,NA,"4,4'-DDT",
epa_nscrlft,1,Aldrin,309-00-2,NA,NA,Aldrin,
epa_nscrlft,1,Arsenate,17428-41-0,NA,NA,Arsenate,
epa_nscrlft,1,Arsenite,22569-72-8,NA,NA,Arsenite,
epa_nscrlft,1,"Chlordane, alpha-",5103-71-9,NA,NA,"Chlordane, alpha-",
epa_nscrlft,1,"Chlordane, gamma-",5566-34-7,NA,NA,"Chlordane, gamma-",
epa_nscrlft,1,Dicofol,115-32-2,NA,NA,Dicofol,
epa_nscrlft,1,Dieldrin,60-57-1,NA,NA,Dieldrin,
epa_nscrlft,1,Dimethylarsonic Acid,75-60-5,NA,NA,Dimethylarsonic Acid,
epa_nscrlft,1,Endosulfan I,959-98-8,NA,NA,Endosulfan I,
epa_nscrlft,1,Endosulfan II,33213-65-9,NA,NA,Endosulfan II,
epa_nscrlft,1,Endosulfan Sulfate,1031-07-8,NA,NA,Endosulfan Sulfate,
epa_nscrlft,1,Endrin,72-20-8,NA,NA,Endrin,
epa_nscrlft,1,Ethalfluralin,55283-68-6,NA,NA,Ethalfluralin,
epa_nscrlft,1,Heptachlor,76-44-8,NA,NA,Heptachlor,
epa_nscrlft,1,Heptachlor epoxide,1024-57-3,NA,NA,Heptachlor epoxide,
epa_nscrlft,1,"Hexachlorocyclohexane (BHC), alpha-",319-84-6,NA,NA,"Hexachlorocyclohexane , alpha-",
epa_nscrlft,1,"Hexachlorocyclohexane (BHC), beta-",319-85-7,NA,NA,"Hexachlorocyclohexane , beta-",
epa_nscrlft,1,"Hexachlorocyclohexane (BHC), delta-",319-86-8,NA,NA,"Hexachlorocyclohexane , delta-",
epa_nscrlft,1,Isodrin,465-73-6,NA,NA,Isodrin,
epa_nscrlft,1,Kepone (Chlordecone),143-50-0,NA,NA,Kepone ,
epa_nscrlft,1,Mercury,7439-97-6,NA,NA,Mercury,
epa_nscrlft,1,Methoxychlor,72-43-5,NA,NA,Methoxychlor,
epa_nscrlft,1,Mirex,2385-85-5,NA,NA,Mirex,EOM
epa_nscrlft,1,Monomethylarsonic Acid,124-58-3,NA,NA,Monomethylarsonic Acid,
epa_nscrlft,1,"Nonachlor, cis-",5103-73-1,NA,NA,"Nonachlor, cis-",TSP
epa_nscrlft,1,"Nonachlor, trans-",39765-80-5,NA,NA,"Nonachlor, trans-",TSP
epa_nscrlft,1,OCDD,3268-87-9,NA,NA,OCDD,
epa_nscrlft,1,OCDF,39001-02-0,NA,NA,OCDF,tilt
epa_nscrlft,1,Octachlorostyrene,29082-74-4,NA,NA,Octachlorostyrene,
epa_nscrlft,1,Oxychlordane,26880-48-8,NA,NA,Oxychlordane,
epa_nscrlft,1,Pendimethalin,40487-42-1,NA,NA,Pendimethalin,
epa_nscrlft,1,Pentachloroanisole,1825-21-4,NA,NA,Pentachloroanisole,
epa_nscrlft,1,Pentachloronitrobenzene,82-68-8,NA,NA,Pentachloronitrobenzene,
epa_nscrlft,1,"Permethrin, cis-",61949-76-6,NA,NA,"Permethrin, cis-",
epa_nscrlft,1,"Permethrin, trans-",61949-77-7,NA,NA,"Permethrin, trans-",
epa_nscrlft,1,Toxaphene,8001-35-2,NA,NA,Toxaphene,
epa_nscrlft,1,Trifluralin,1582-09-8,NA,NA,Trifluralin,
nhanes,1,NNAL (4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol) (creatinine corrected),,NA,NA,NNAL (4--1--1-butanol) ,TSP
nhanes,1,Benzophenone-3 (creatinine corrected),,NA,NA,Benzophenone-3 ,
nhanes,1,Bisphenol A (creatinine corrected),,NA,NA,Bisphenol A ,
nhanes,1,Bisphenol F (creatinine corrected),,NA,NA,Bisphenol F ,
nhanes,1,Bisphenol S (creatinine corrected),,NA,NA,Bisphenol S ,
nhanes,1,4-tert-Octylphenol (creatinine corrected),,NA,NA,4-tert-Octylphenol ,
nhanes,1,Triclocarban (creatinine corrected),,NA,NA,Triclocarban ,
nhanes,1,Triclosan (creatinine corrected),,NA,NA,Triclosan ,
nhanes,1,Butyl paraben (creatinine corrected),,NA,NA,Butyl paraben ,
nhanes,1,Ethyl paraben (creatinine corrected),,NA,NA,Ethyl paraben ,
nhanes,1,Methyl paraben (creatinine corrected),,NA,NA,Methyl paraben ,
nhanes,1,n-Propyl paraben (creatinine corrected),,NA,NA,n-Propyl paraben ,
nhanes,1,2;4-Dichlorophenol (creatinine corrected),,NA,NA,2;4-Dichlorophenol ,
nhanes,1,2;5-Dichlorophenol (creatinine corrected),,NA,NA,2;5-Dichlorophenol ,
nhanes,1,Bis(1-chloro-2-propyl) phosphate (BCPP) (creatinine corrected),,NA,NA,Bis phosphate  ,
nhanes,1,Bis(2-chloroethyl) phosphate (BCEtP) (creatinine corrected),,NA,NA,Bis phosphate  ,
nhanes,1,Bis(1;3-dichloro-2-propyl) phosphate (BDCPP) (creatinine corrected),,NA,NA,Bis phosphate  ,
nhanes,1,Dibenzyl phosphate (DBzP) (creatinine corrected),,NA,NA,Dibenzyl phosphate  ,0.125mm
nhanes,1,Dibutyl phosphate (DBuP) (creatinine corrected),,NA,NA,Dibutyl phosphate  ,
nhanes,1,Di-o-cresylphosphate (DoCP) (creatinine corrected),,NA,NA,Di-o-cresylphosphate  ,
nhanes,1,Di-p-cresylphosphate (DpCP) (creatinine corrected),,NA,NA,Di-p-cresylphosphate  ,
nhanes,1,Diphenyl phosphate (DPhP) (creatinine corrected),,NA,NA,Diphenyl phosphate  ,
nhanes,1,2;3;4;5-Tetrabromobenzoic acid (TBBA) (creatinine corrected),,NA,NA,2;3;4;5-Tetrabromobenzoic acid  ,
nhanes,1,ortho-Phenylphenol (creatinine corrected),,NA,NA,ortho-Phenylphenol ,
nhanes,1,Ethylene thiourea (creatinine corrected),,NA,NA,Ethylene thiourea ,
nhanes,1,Pentachlorophenol (creatinine corrected),,NA,NA,Pentachlorophenol ,
nhanes,1,Propylene thiourea (creatinine corrected),,NA,NA,Propylene thiourea ,MCHPcreatinine corrected
nhanes,1,Atrazine (creatinine corrected),,NA,NA,Atrazine ,
nhanes,1,Atrazine mercapturate (creatinine corrected),,NA,NA,Atrazine mercapturate ,
nhanes,1,Desethyl atrazine (creatinine corrected),,NA,NA,Desethyl atrazine ,
nhanes,1,Desisopropyl atrazine (creatinine corrected),,NA,NA,Desisopropyl atrazine ,
nhanes,1,Desisopropyl atrazine mercapturate (creatinine corrected),,NA,NA,Desisopropyl atrazine mercapturate ,
nhanes,1,Diaminochloroatrazine (creatinine corrected),,NA,NA,Diaminochloroatrazine ,
nhanes,1,2;4-Dichlorophenoxyacetic acid (creatinine corrected),,NA,NA,2;4-Dichlorophenoxyacetic acid ,
nhanes,1,2;4;5-Trichlorophenoxyacetic acid (creatinine corrected),,NA,NA,2;4;5-Trichlorophenoxyacetic acid ,
nhanes,1,Bensulfuron-methyl (creatinine corrected),,NA,NA,Bensulfuron-methyl ,
nhanes,1,Chlorsulfuron (creatinine corrected),,NA,NA,Chlorsulfuron ,
nhanes,1,Ethametsulfuron-methyl (creatinine corrected),,NA,NA,Ethametsulfuron-methyl ,
nhanes,1,Foramsulfuron (creatinine corrected),,NA,NA,Foramsulfuron ,
nhanes,1,Halosulfuron (creatinine corrected),,NA,NA,Halosulfuron ,
nhanes,1,Mesosulfuron-methyl (creatinine corrected),,NA,NA,Mesosulfuron-methyl ,
nhanes,1,Metsulfuron-methyl (creatinine corrected),,NA,NA,Metsulfuron-methyl ,
nhanes,1,Nicosulfuron (creatinine corrected),,NA,NA,Nicosulfuron ,TSP
nhanes,1,Oxasulfuron (creatinine corrected),,NA,NA,Oxasulfuron ,
nhanes,1,Primisulfuron-methyl (creatinine corrected),,NA,NA,Primisulfuron-methyl ,creatinine corrected
nhanes,1,Prosulfuron (creatinine corrected),,NA,NA,Prosulfuron ,2-ethyl-5-hydroxyhexylMEHHPcreatinine corrected
nhanes,1,Rimsulfuron (creatinine corrected),,NA,NA,Rimsulfuron ,
nhanes,1,Sulfometuron-methyl (creatinine corrected),,NA,NA,Sulfometuron-methyl ,
nhanes,1,Sulfosulfuron (creatinine corrected),,NA,NA,Sulfosulfuron ,
nhanes,1,Thifensulfuron-methyl (creatinine corrected),,NA,NA,Thifensulfuron-methyl ,
nhanes,1,Triasulfuron (creatinine corrected),,NA,NA,Triasulfuron ,
nhanes,1,Triflusulfuron-methyl (creatinine corrected),,NA,NA,Triflusulfuron-methyl ,PCB 149
nhanes,1,N;N-diethyl-meta-toluamide (DEET) (creatinine corrected),,NA,NA,N;N-diethyl-meta-toluamide  ,
nhanes,1,3-(Diethylcarbamoyl) benzoic acid (DCBA) (creatinine corrected),,NA,NA,3- benzoic acid  ,
nhanes,1,N;N-Diethyl-3-(hydroxymethyl) benzamide (DHMB) (creatinine corrected),,NA,NA,N;N-Diethyl-3- benzamide  ,"1,1,2-trimethylpropyl"
nhanes,1,Carbofuranphenol (creatinine corrected),,NA,NA,Carbofuranphenol ,%
nhanes,1,2-Isopropoxyphenol (creatinine corrected),,NA,NA,2-Isopropoxyphenol ,
nhanes,1,2;4;5-Trichlorophenol (creatinine corrected),,NA,NA,2;4;5-Trichlorophenol ,
nhanes,1,2;4;6-Trichlorophenol (creatinine corrected),,NA,NA,2;4;6-Trichlorophenol ,2-ethyl-6-methylphenyl
nhanes,1,Acephate (creatinine corrected),,NA,NA,Acephate ,
nhanes,1,Dimethoate (creatinine corrected),,NA,NA,Dimethoate ,
nhanes,1,Methamidophos (2003 \x96 2008) Also a metaboli,,NA,NA,Methamidophos  Also a metaboli,
nhanes,1,Methamidophos (creatinine corrected) (2003 \x96 2008) Also a metaboli,,NA,NA,Methamidophos   Also a metaboli,
nhanes,1,Omethoate (creatinine corrected),,NA,NA,Omethoate ,
nhanes,1,Malathion dicarboxylic acid (creatinine corrected),,NA,NA,Malathion dicarboxylic acid ,
nhanes,1,2-Isopropyl-4-methyl-6-hydroxypyrimidine (IMPY) (creatinine corrected),,NA,NA,2-Isopropyl-4-methyl-6-hydroxypyrimidine  ,
nhanes,1,para-Nitrophenol (creatinine corrected),,NA,NA,para-Nitrophenol ,
nhanes,1,3;5;6-Trichloro-2-pyridinol (creatinine corrected),,NA,NA,3;5;6-Trichloro-2-pyridinol ,
nhanes,1,Diethylphosphate (DEP) (creatinine corrected),,NA,NA,Diethylphosphate  ,
nhanes,1,Dimethylphosphate (DMP) (creatinine corrected),,NA,NA,Dimethylphosphate  ,
nhanes,1,Diethylthiophosphate (DETP) (creatinine corrected),,NA,NA,Diethylthiophosphate  ,
nhanes,1,Dimethylthiophosphate (DMTP) (creatinine corrected),,NA,NA,Dimethylthiophosphate  ,
nhanes,1,Diethyldithiophosphate (DEDTP) (creatinine corrected),,NA,NA,Diethyldithiophosphate  ,
nhanes,1,Dimethyldithiophosphate (DMDTP) (creatinine corrected),,NA,NA,Dimethyldithiophosphate  ,
nhanes,1,trans-3-(2;2-Dichlorovinyl)-2;2-dimethylcyclopropane carboxylic acid (trans,,NA,NA,trans-3--2;2-dimethylcyclopropane carboxylic acid (trans,
nhanes,1,trans-3-(2;2-Dichlorovinyl)-2;2-dimethylcyclopropane carboxylic acid (trans-DCC,,NA,NA,trans-3--2;2-dimethylcyclopropane carboxylic acid (trans-DCC,
nhanes,1,cis-3-(2;2-Dibromovinyl)-2;2-dimethylcyclopropane carboxylic acid (cis-DBCA),,NA,NA,cis-3--2;2-dimethylcyclopropane carboxylic acid ,
nhanes,1,cis-3-(2;2-Dibromovinyl)-2;2-dimethylcyclopropane carboxylic acid (cis-DBC,,NA,NA,cis-3--2;2-dimethylcyclopropane carboxylic acid (cis-DBC,
nhanes,1,4-Fluoro-3-phenoxybenzoic acid (creatinine corrected),,NA,NA,4-Fluoro-3-phenoxybenzoic acid ,
nhanes,1,3-Phenoxybenzoic acid (creatinine corrected),,NA,NA,3-Phenoxybenzoic acid ,
nhanes,1,Antimony (creatinine corrected),,NA,NA,Antimony ,
nhanes,1,Total Arsenic (creatinine corrected),,NA,NA,Total Arsenic ,
nhanes,1,Inorganic-related Arsenic Species (creatinine corrected),,NA,NA,Inorganic-related Arsenic Species ,choice list
nhanes,1,Arsenic (V) acid (creatinine corrected),,NA,NA,Arsenic  acid ,
nhanes,1,Arsenobetaine (creatinine corrected),,NA,NA,Arsenobetaine ,5.alpha.
nhanes,1,Arsenocholine (creatinine corrected),,NA,NA,Arsenocholine ,
nhanes,1,Arsenous (III) acid (creatinine corrected),,NA,NA,Arsenous  acid ,
nhanes,1,Dimethylarsinic acid (creatinine corrected),,NA,NA,Dimethylarsinic acid ,
nhanes,1,Monomethylarsonic acid (creatinine corrected),,NA,NA,Monomethylarsonic acid ,
nhanes,1,Trimethylarsine oxide (creatinine corrected),,NA,NA,Trimethylarsine oxide ,PCB 77
nhanes,1,Barium (creatinine corrected),,NA,NA,Barium ,
nhanes,1,Beryllium (creatinine corrected),,NA,NA,Beryllium ,
nhanes,1,Cadmium (creatinine corrected),,NA,NA,Cadmium ,
nhanes,1,Cesium (creatinine corrected),,NA,NA,Cesium ,
nhanes,1,Cobalt (creatinine corrected),,NA,NA,Cobalt ,
nhanes,1,Lead (creatinine corrected),,NA,NA,Lead ,
nhanes,1,Manganese (creatinine corrected),,NA,NA,Manganese ,emergent and submergedchoice list
nhanes,1,Mercury (creatinine corrected),,NA,NA,Mercury ,
nhanes,1,Molybdenum (creatinine corrected),,NA,NA,Molybdenum ,
nhanes,1,Platinum (creatinine corrected),,NA,NA,Platinum ,DiethylcarbamoylDCBAcreatinine corrected
nhanes,1,Strontium (creatinine corrected),,NA,NA,Strontium ,"2,4-dichlorophenoxy"
nhanes,1,Thallium (creatinine corrected),,NA,NA,Thallium ,PFBS
nhanes,1,Tin (creatinine corrected),,NA,NA,Tin ,
nhanes,1,Tungsten (creatinine corrected),,NA,NA,Tungsten ,PCB 43/52
nhanes,1,Uranium (creatinine corrected),,NA,NA,Uranium ,PCB 169
nhanes,1,Nitrate (creatinine corrected),,NA,NA,Nitrate ,TSP
nhanes,1,Perchlorate (creatinine corrected),,NA,NA,Perchlorate ,
nhanes,1,Thiocyanate (creatinine corrected),,NA,NA,Thiocyanate ,
nhanes,1,Mono-benzyl phthalate (MBzP) (creatinine corrected),,NA,NA,Mono-benzyl phthalate  ,
nhanes,1,Mono-3-hydroxybutyl phthalate (MHBP) (creatinine corrected),,NA,NA,Mono-3-hydroxybutyl phthalate  ,choice list
nhanes,1,Mono-n-butyl phthalate (MnBP) (creatinine corrected),,NA,NA,Mono-n-butyl phthalate  ,
nhanes,1,Mono-isobutyl phthalate (MiBP) (creatinine corrected),,NA,NA,Mono-isobutyl phthalate  ,
nhanes,1,Mono-2-methyl-2-hydroxypropyl phthalate (MHiBP) (creatinine corrected),,NA,NA,Mono-2-methyl-2-hydroxypropyl phthalate  ,CA SWAMPchoice list
nhanes,1,Mono-cyclohexyl phthalate (MCHP) (creatinine corrected),,NA,NA,Mono-cyclohexyl phthalate  ,
nhanes,1,Mono-ethyl phthalate (MEP) (creatinine corrected),,NA,NA,Mono-ethyl phthalate  ,
nhanes,1,Mono-2-ethylhexyl phthalate (MEHP) (creatinine corrected),,NA,NA,Mono-2-ethylhexyl phthalate  ,+
nhanes,1,Mono-(2-ethyl-5-hydroxyhexyl) phthalate (MEHHP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-(2-ethyl-5-oxohexyl) phthalate (MEOHP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-(2-ethyl-5-carboxypentyl) phthalate (MECPP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-(carboxynonyl) phthalate (MCNP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-isononyl phthalate (MiNP) (creatinine corrected),,NA,NA,Mono-isononyl phthalate  ,
nhanes,1,Mono-(carboxyoctyl) phthalate (MCOP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-methyl phthalate (MMP) (creatinine corrected),,NA,NA,Mono-methyl phthalate  ,
nhanes,1,Mono-(3-carboxypropyl) phthalate (MCPP) (creatinine corrected),,NA,NA,Mono- phthalate  ,
nhanes,1,Mono-n-octyl phthalate (MOP) (creatinine corrected),,NA,NA,Mono-n-octyl phthalate  ,
nhanes,1,Daidzein (creatinine corrected),,NA,NA,Daidzein ,
nhanes,1,Enterodiol (creatinine corrected),,NA,NA,Enterodiol ,
nhanes,1,Enterolactone (creatinine corrected),,NA,NA,Enterolactone ,
nhanes,1,Equol (creatinine corrected),,NA,NA,Equol ,
nhanes,1,Genistein (creatinine corrected),,NA,NA,Genistein ,
nhanes,1,O-Desmethylangolensin (creatinine corrected),,NA,NA,O-Desmethylangolensin ,
nhanes,1,2-Hydroxyfluorene (creatinine corrected),,NA,NA,2-Hydroxyfluorene ,
nhanes,1,3-Hydroxyfluorene (creatinine corrected),,NA,NA,3-Hydroxyfluorene ,
nhanes,1,9-Hydroxyfluorene (creatinine corrected),,NA,NA,9-Hydroxyfluorene ,
nhanes,1,1-Hydroxyphenanthrene (creatinine corrected),,NA,NA,1-Hydroxyphenanthrene ,
nhanes,1,2-Hydroxyphenanthrene (creatinine corrected),,NA,NA,2-Hydroxyphenanthrene ,
nhanes,1,3-Hydroxyphenanthrene (creatinine corrected),,NA,NA,3-Hydroxyphenanthrene ,
nhanes,1,2- & 3-Hydroxyphenanthrene (creatinine corrected),,NA,NA,2- & 3-Hydroxyphenanthrene ,
nhanes,1,4-Hydroxyphenanthrene (creatinine corrected),,NA,NA,4-Hydroxyphenanthrene ,
nhanes,1,1-Hydroxypyrene (creatinine corrected),,NA,NA,1-Hydroxypyrene ,
nhanes,1,1-Hydroxynaphthalene (1-Naphthol) (creatinine corrected),,NA,NA,1-Hydroxynaphthalene  ,
nhanes,1,1-Hydroxynapthalene (1-Naphthol) (creatinine corrected),,NA,NA,1-Hydroxynapthalene  ,
nhanes,1,2-Hydroxynaphthalene (2-Naphthol) (creatinine corrected),,NA,NA,2-Hydroxynaphthalene  ,"1,2,3-cd"
nhanes,1,2-Hydroxynapthalene (2-Naphthol) (creatinine corrected),,NA,NA,2-Hydroxynapthalene  ,
nhanes,1,3-Amino-1;4-dimethyl-5H-pyrido[4;3-b]indole (Trp-P-1) (creatinine corrected),,NA,NA,3-Amino-1;4-dimethyl-5H-pyrido[4;3-b]indole  ,
nhanes,1,2-Amino-3-methyl-9H-pyriodo[2;3-b]indole (MeA-a-C) (creatinine corrected),,NA,NA,2-Amino-3-methyl-9H-pyriodo[2;3-b]indole  ,
nhanes,1,2-Amino-1-methyl-6-phenylimidazo[4;5-b]pyridine (PhIP) (creatinine corrected),,NA,NA,2-Amino-1-methyl-6-phenylimidazo[4;5-b]pyridine  ,
nhanes,1,2-Amino-9H-pyrido[2;3-b]indole (A-a-C) (creatinine corrected),,NA,NA,2-Amino-9H-pyrido[2;3-b]indole  ,
nhanes,1,2-Amino-3-methyl-3H-imidazo[4;5-f]quinolone (IQ) (creatinine corrected),,NA,NA,2-Amino-3-methyl-3H-imidazo[4;5-f]quinolone  ,
nhanes,1,2-Amino-6-methyldipyrido[1;2-a:3';2'-d]imidazole (Glu-P-1) (creatinine corrected),,NA,NA,2-Amino-6-methyldipyrido[1;2-a:3';2'-d]imidazole  ,
nhanes,1,2-Aminodipyrido[1;2-a:3';2'-d] imidazole (Glu-P-2) (creatinine corrected),,NA,NA,2-Aminodipyrido[1;2-a:3';2'-d] imidazole  ,
nhanes,1,1-Methyl-9H-pyrido[3;4-b]indole (Harman) (creatinine corrected),,NA,NA,1-Methyl-9H-pyrido[3;4-b]indole  ,
nhanes,1,1-Methyl-3-amino-5H-pyrido[4;3-b]indole (Trp-P-2) (creatinine corrected),,NA,NA,1-Methyl-3-amino-5H-pyrido[4;3-b]indole  ,
nhanes,1,9H-Pyrido[3;4-b]indole (Norharman) (creatinine corrected),,NA,NA,9H-Pyrido[3;4-b]indole  ,
nhanes,1,N-Acetyl-S-(2-carboxyethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,choice list
nhanes,1,N-Acetyl-S-(3-hydroxypropyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,N-Acetyl-S-(2-carbamoylethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,%
nhanes,1,N-Acetyl-S-(2-carbamoyl-2-hydroxyethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,
nhanes,1,N-Acetyl-S-(2-cyanoethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,
nhanes,1,N-Acetyl-S-(2-hydroxyethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,
nhanes,1,N-Acetyl-S-(phenyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,N-Acetyl-S-(n-propyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,N-Acetyl-S-(3;4-dihydroxybutyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,N-Acetyl-S-(1-hydroxymethyl-2-propenyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,
nhanes,1,N-Acetyl-S-(2-hydroxy-3-butenyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,
nhanes,1,N-Acetyl-S-(4-hydroxy-2-butenyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,2-Thioxothiazolidine-4-carboxylic acid (creatinine corrected),,NA,NA,2-Thioxothiazolidine-4-carboxylic acid ,
nhanes,1,N-Acetyl-S-(3-hydroxypropyl-1-methyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,2-Aminothiazoline-4-carboxylic acid (creatinine corrected),,NA,NA,2-Aminothiazoline-4-carboxylic acid ,choice list
nhanes,1,N-Acetyl-S-(N-methylcarbamoyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,Phenylglyoxylic acid (creatinine corrected),,NA,NA,Phenylglyoxylic acid ,DBzPcreatinine corrected
nhanes,1,N-Acetyl-S-(2-hydroxypropyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,Tsp
nhanes,1,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (creatinine corrected),,NA,NA,N-Acetyl-S--L-cysteine ,TSP
nhanes,1,N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-cysteine (creatinine corrected) (,,NA,NA,N-Acetyl-S--L-cysteine  (,TSP
nhanes,1,Mandelic acid (creatinine corrected),,NA,NA,Mandelic acid ,
