,DSSTox_Source_Record_Id,external_id,reported_chemical_name,reported_casrn,DSSTox_Substance_Id,Substance_Name,Substance_CASRN,Substance_Type,Structure_InChIKey,Structure_Formula
10910,DTXRID9016483071,ctd-1399,Mitotane,53-19-0,DTXSID9020372,"1-(2-Chlorophenyl)-1-(4-chlorophenyl)-2,2-dichloroethane",53-19-0,Mixture of Stereoisomers,JWBOIMRXGHLCPP-UHFFFAOYNA-N,C14H10Cl4
10911,DTXRID7016483072,ctd-1400,"o,p'-DDT",789-02-6,DTXSID6022345,"o,p'-DDT",789-02-6,Mixture of Stereoisomers,CVUGPAFCQJIYDT-UHFFFAOYNA-N,C14H9Cl5
10912,DTXRID5016483073,ctd-1401,acetyl methyl tetramethyl tetralin,21145-77-7,DTXSID7041544,Tonalide,21145-77-7,Mixture of Stereoisomers,DNRJTBAOUJJKDY-UHFFFAOYNA-N,C18H26O
10913,DTXRID3016483074,ctd-1402,phantolid,15323-35-0,DTXSID9051743,Phantolide,15323-35-0,Single Compound,VDBHOHJWUDKDRW-UHFFFAOYNA-N,C17H24O
10914,DTXRID1016483075,ctd-1403,delta-hexachlorocyclohexane,319-86-8,DTXSID5024134,delta-Hexachlorocyclohexane,319-86-8,Single Compound,JLYXXMFPNIAWKQ-GPIVLXJGNA-N,C6H6Cl6
10915,DTXRID9016483076,ctd-1404,Toxaphene,8001-35-2,DTXSID7021368,Toxaphene,8001-35-2,Mixture/Formulation,NA,NA
10916,DTXRID7016483077,ctd-1405,octyl dimethyl 4-aminobenzoic acid,58817-05-3,DTXSID70207549,Octyl dimethyl 4-aminobenzoic acid,58817-05-3,Single Compound,YAGMLECKUBJRNO-UHFFFAOYSA-N,C17H27NO2
10917,DTXRID5016483078,ctd-1406,octocrylene,6197-30-4,DTXSID9025299,"2-Ethylhexyl-2-cyano-3,3-diphenylacrylate",6197-30-4,Single Compound,FMJSMJQBSVNSBF-UHFFFAOYNA-N,C24H27NO2
10918,DTXRID3016483079,ctd-1407,enzacamene,38102-62-4,DTXSID8047896,Enzacamene,36861-47-9,Mixture of Stereoisomers,HEOCBCNFKCOKBX-UHFFFAOYNA-N,C18H22O
10919,DTXRID8016483080,ctd-1408,bis(4-hydroxyphenyl)sulfone,80-09-1,DTXSID3022409,"4,4'-Sulfonyldiphenol",80-09-1,Single Compound,VPWNQTHUCYMVMZ-UHFFFAOYSA-N,C12H10O4S
10920,DTXRID6016483081,ctd-1409,"2,4,6-tribromophenol",118-79-6,DTXSID6021959,"2,4,6-Tribromophenol",118-79-6,Single Compound,BSWWXRFVMJHFBN-UHFFFAOYSA-N,C6H3Br3O
10921,DTXRID4016483082,ctd-1410,tributyltin,688-73-3,DTXSID0040709,Tributyltin,688-73-3,Single Compound,DBGVGMSCBYYSLD-UHFFFAOYSA-N,C12H28Sn
10922,DTXRID2016483083,ctd-1411,di-n-butyltin,1002-53-5,DTXSID60872503,Dibutyltin hydride,1002-53-5,Single Compound,WCRDXYSYPCEIAK-UHFFFAOYSA-N,C8H20Sn
10923,DTXRID0016483084,ctd-1412,"3,3'-dichlorobiphenyl",2050-67-1,DTXSID70872817,"3,3'-Dichloro-1,1'-biphenyl",2050-67-1,Single Compound,KTXUOWUHFLBZPW-UHFFFAOYSA-N,C12H8Cl2
10924,DTXRID8016483085,ctd-1413,Homocysteine,454-28-4,DTXSID3041039,Homocysteine,6027-13-0,Single Compound,FFFHZYDWPBMWHY-VKHMYHEASA-N,C4H9NO2S
10925,DTXRID6016483086,ctd-1414,Cysteine,52-90-4,DTXSID8022876,L-Cysteine,52-90-4,Single Compound,XUJNEKJLAYXESH-REOHCLBHSA-N,C3H7NO2S
10926,DTXRID4016483087,ctd-1415,Malondialdehyde,542-78-9,DTXSID90202556,Malonaldehyde,542-78-9,Single Compound,WSMYVTOQOOLQHP-UHFFFAOYSA-N,C3H4O2
10927,DTXRID2016483088,ctd-1416,chlorsulfuron,64902-72-3,DTXSID7023980,Chlorsulfuron,64902-72-3,Single Compound,VJYIFXVZLXQVHO-UHFFFAOYSA-N,C12H12ClN5O4S
10928,DTXRID0016483089,ctd-1417,Dextrothyroxine,51-49-0,DTXSID60199000,Dextrothyroxine,51-49-0,Single Compound,XUIIKFGFIJCVMT-GFCCVEGCSA-N,C15H11I4NO4
10929,DTXRID5016483090,ctd-1418,Fyrol PCF,6145-73-9,DTXSID3027615,Tris(2-chloropropyl) phosphate,6145-73-9,Single Compound,GTRSAMFYSUBAGN-UHFFFAOYNA-N,C9H18Cl3O4P
10930,DTXRID3016483091,ctd-1419,hippuric acid,495-69-2,DTXSID9046073,Hippuric acid,495-69-2,Single Compound,QIAFMBKCNZACKA-UHFFFAOYSA-N,C9H9NO3
10931,DTXRID1016483092,ctd-1420,pentachlorobenzene,608-93-5,DTXSID7024247,Pentachlorobenzene,608-93-5,Single Compound,CEOCDNVZRAIOQZ-UHFFFAOYSA-N,C6HCl5
10932,DTXRID9016483093,ctd-1421,pirimicarb,23103-98-2,DTXSID1032569,Pirimicarb,23103-98-2,Single Compound,YFGYUFNIOHWBOB-UHFFFAOYSA-N,C11H18N4O2
10933,DTXRID7016483094,ctd-1422,benzylparaben,94-18-8,DTXSID9022526,Benzyl 4-hydroxybenzoate,94-18-8,Single Compound,MOZDKDIOPSPTBH-UHFFFAOYSA-N,C14H12O3
10934,DTXRID5016483095,ctd-1423,"2,3',4,4'-tetrachlorobiphenyl",32598-10-0,DTXSID3073472,"2,3',4,4'-Tetrachlorobiphenyl",32598-10-0,Single Compound,RKLLTEAEZIJBAU-UHFFFAOYSA-N,C12H6Cl4
10935,DTXRID3016483096,ctd-1424,"2,4,5,3',4',5'-hexachlorobiphenyl",52663-72-6,DTXSID7074165,"2,3',4,4',5,5'-Hexachlorobiphenyl",52663-72-6,Single Compound,AZXHAWRMEPZSSV-UHFFFAOYSA-N,C12H4Cl6
10936,DTXRID1016483097,ctd-1425,25-hydroxyvitamin D,64719-49-9,DTXSID0022721,Calcifediol,19356-17-3,Single Compound,JWUBBDSIWDLEOM-DTOXIADCSA-N,C27H44O2
10937,DTXRID9016483098,ctd-1426,2-ethyl-5-carboxypentyl phthalate,40809-41-4,DTXSID20873152,Mono(2-ethyl-5-carboxypentyl) phthalate,40809-41-4,Mixture of Stereoisomers,XFGRNAPKLGXDGF-UHFFFAOYNA-N,C16H20O6
10938,DTXRID7016483099,ctd-1427,Creatinine,60-27-5,DTXSID8045987,Creatinine,60-27-5,Single Compound,DDRJAANPRJIHGJ-UHFFFAOYSA-N,C4H7N3O
10939,DTXRID8016483100,ctd-1428,perfluoro-n-nonanoic acid,375-95-1,DTXSID8031863,Perfluorononanoic acid,375-95-1,Single Compound,UZUFPBIDKMEQEQ-UHFFFAOYSA-N,C9HF17O2
10940,DTXRID6016483101,ctd-1429,Cholesterol,57-88-5,DTXSID3022401,Cholesterol,57-88-5,Single Compound,HVYWMOMLDIMFJA-DPAQBDIFSA-N,C27H46O
10941,DTXRID4016483102,ctd-1430,Chlorodiphenyl (54% Chlorine),11097-69-1,DTXSID5020100,Aroclor 1254,11097-69-1,Mixture/Formulation,NA,NA
10942,DTXRID2016483103,ctd-1431,daidzein,486-66-8,DTXSID9022310,"7,4'-Dihydroxyisoflavone",486-66-8,Single Compound,ZQSIJRDFPHDXIC-UHFFFAOYSA-N,C15H10O4
10943,DTXRID0016483104,ctd-1432,perfluorooctanesulfonamide,754-91-6,DTXSID3038939,Perfluorooctanesulfonamide,754-91-6,Single Compound,RRRXPPIDPYTNJG-UHFFFAOYSA-N,C8H2F17NO2S
10944,DTXRID8016483105,ctd-1433,Genistein,446-72-0,DTXSID5022308,Genistein,446-72-0,Single Compound,TZBJGXHYKVUXJN-UHFFFAOYSA-N,C15H10O5
10945,DTXRID6016483106,ctd-1434,phthalic acid,88-99-3,DTXSID8021484,Phthalic acid,88-99-3,Single Compound,XNGIFLGASWRNHJ-UHFFFAOYSA-N,C8H6O4
10946,DTXRID4016483107,ctd-1435,Rhenium,7440-15-5,DTXSID9064685,Rhenium,7440-15-5,Single Compound,WUAPFZMCVAUBPE-UHFFFAOYSA-N,Re
10947,DTXRID2016483108,ctd-1436,Scandium,7440-20-2,DTXSID9064689,Scandium,7440-20-2,Single Compound,SIXSYDAISGFNSX-UHFFFAOYSA-N,Sc
10948,DTXRID0016483109,ctd-1437,25-Hydroxyvitamin D 2,21343-40-8,DTXSID70904309,25-Hydroxyvitamin D2,21343-40-8,Single Compound,KJKIIUAXZGLUND-ICCVIKJNSA-N,C28H44O2
10949,DTXRID5016483110,ctd-1438,"1,25-dihydroxyvitamin D",66772-14-3,DTXSID90894738,"1,25-Dihydroxyvitamin D",66772-14-3,Mixture/Formulation,NA,NA
10950,DTXRID3016483111,ctd-1439,Tetraethyl Lead,78-00-2,DTXSID7023801,Tetraethyl lead,78-00-2,Single Compound,MRMOZBOQVYRSEM-UHFFFAOYSA-N,C8H20Pb
10951,DTXRID1016483112,ctd-1440,Radium,7440-14-4,DTXSID2024294,Radium,7440-14-4,Single Compound,HCWPIIXVSYCSAN-UHFFFAOYSA-N,Ra
10952,DTXRID9016483113,ctd-1441,4-tert-octylphenol,140-66-9,DTXSID9022360,"4-(1,1,3,3-Tetramethylbutyl)phenol",140-66-9,Single Compound,ISAVYTVYFVQUDY-UHFFFAOYSA-N,C14H22O
10953,DTXRID7016483114,ctd-1442,nitarsone,98-72-6,DTXSID9045007,Nitarsone,98-72-6,Single Compound,FUUFQLXAIUOWML-UHFFFAOYSA-N,C6H6AsNO5
10954,DTXRID5016483115,ctd-1443,1-hydroxyphenanthrene,2433-56-9,DTXSID90872758,1-Hydroxyphenanthrene,2433-56-9,Single Compound,GTBXZWADMKOZQJ-UHFFFAOYSA-N,C14H10O
10955,DTXRID3016483116,ctd-1444,1-hydroxypyrene,5315-79-7,DTXSID1038298,1-Hydroxypyrene,5315-79-7,Single Compound,BIJNHUAPTJVVNQ-UHFFFAOYSA-N,C16H10O
10956,DTXRID1016483117,ctd-1445,methoxyacetic acid,625-45-6,DTXSID1031591,Methoxyacetic acid,625-45-6,Single Compound,RMIODHQZRUFFFF-UHFFFAOYSA-N,C3H6O3
10957,DTXRID9016483118,ctd-1446,"2,4,5-Trichlorophenoxyacetic Acid",93-76-5,DTXSID5021388,"2,4,5-Trichlorophenoxyacetic acid",93-76-5,Single Compound,SMYMJHWAQXWPDB-UHFFFAOYSA-N,C8H5Cl3O3
10958,DTXRID7016483119,ctd-1447,2-Methyl-4-chlorophenoxyacetic Acid,94-74-6,DTXSID4024195,MCPA,94-74-6,Single Compound,WHKUVVPPKQRRBV-UHFFFAOYSA-N,C9H9ClO3
10959,DTXRID2016483120,ctd-1448,"3-(2,2-dichlorovinyl)-2,2-dimethylcyclopropane carboxylic acid",55701-05-8,DTXSID5028039,"3-(2,2-Dichlorovinyl)-2,2-dimethylcyclopropanecarboxylic acid",55701-05-8,Single Compound,LLMLSUSAKZVFOA-UHFFFAOYNA-N,C8H10Cl2O2
10960,DTXRID0016483121,ctd-1449,3-vinylpyridine,1121-55-7,DTXSID90149912,3-Vinylpyridine,1121-55-7,Single Compound,DPZYLEIWHTWHCU-UHFFFAOYSA-N,C7H7N
10961,DTXRID8016483122,ctd-1450,4-hydroxybenzoic acid,99-96-7,DTXSID3026647,4-Hydroxybenzoic acid,99-96-7,Single Compound,FJKROLUGYXJWQN-UHFFFAOYSA-N,C7H6O3
10962,DTXRID6016483123,ctd-1451,4-hydroxyphenanthrene,7651-86-7,DTXSID30227324,4-Hydroxyphenanthrene,7651-86-7,Single Compound,SIMYIUXARJLHEA-UHFFFAOYSA-N,C14H10O
10963,DTXRID4016483124,ctd-1452,S-(3-hydroxypropyl)cysteine N-acetate,23127-40-4,DTXSID30904325,S-(3-Hydroxypropyl)cysteine N-acetate,23127-40-4,Single Compound,FMWPQZPFBAHHMB-JLDDOWRYNA-N,C8H15NO4S
10964,DTXRID2016483125,ctd-1453,Aflatoxin M1,6795-23-9,DTXSID40891797,Aflatoxin M1,6795-23-9,Single Compound,MJBWDEQAUQTVKK-IAGOWNOFSA-N,C17H12O7
10965,DTXRID0016483126,ctd-1454,fluoren-9-ol,1689-64-1,DTXSID4052683,Fluoren-9-ol,1689-64-1,Single Compound,AFMVESZOYKHDBJ-UHFFFAOYSA-N,C13H10O
10966,DTXRID8016483127,ctd-1455,1-aminopyrene,1606-67-3,DTXSID3040932,1-Aminopyrene,1606-67-3,Single Compound,YZVWKHVRBDQPMQ-UHFFFAOYSA-N,C16H11N
10967,DTXRID6016483128,ctd-1456,1-Naphthylamine,134-32-7,DTXSID7020920,1-Naphthylamine,134-32-7,Single Compound,RUFPHBVGCFYCNW-UHFFFAOYSA-N,C10H9N
10968,DTXRID4016483129,ctd-1457,2-Naphthylamine,91-59-8,DTXSID2020921,2-Naphthylamine,91-59-8,Single Compound,JBIJLHTVPXGSAM-UHFFFAOYSA-N,C10H9N
10969,DTXRID9016483130,ctd-1458,"2,3-bis(3'-hydroxybenzyl)butyrolactone",76543-15-2,DTXSID10861008,"3,4-Bis[(3-hydroxyphenyl)methyl]oxolan-2-one",76543-15-2,Single Compound,HVDGDHBAMCBBLR-UHFFFAOYNA-N,C18H18O4
10970,DTXRID7016483131,ctd-1459,Cyclic GMP,7665-99-8,DTXSID8040646,Cyclic guanosine monophosphate,7665-99-8,Single Compound,ZOOGRGPOEVQQDX-UUOKFMHZSA-N,C10H12N5O7P
10971,DTXRID5016483132,ctd-1460,8-oxo-7-hydrodeoxyguanosine,88847-89-6,DTXSID60904338,8-Hydroxy-2'-deoxyguanosine,88847-89-6,Single Compound,HCAJQHYUCKICQH-VPENINKCSA-N,C10H13N5O5
10972,DTXRID3016483133,ctd-1461,22-hydroxycholesterol,17711-16-9,DTXSID30904340,22-Hydroxycholesterol,17711-16-9,Single Compound,RZPAXNJLEKLXNO-UKNNTIGFSA-N,C27H46O2
10973,DTXRID1016483134,ctd-1462,3-methoxytyramine,554-52-9,DTXSID40862189,4-(2-Aminoethyl)-2-methoxyphenol,554-52-9,Single Compound,DIVQKHQLANKJQO-UHFFFAOYSA-N,C9H13NO2
10974,DTXRID9016483135,ctd-1463,aerobactin,26198-65-2,DTXSID90904341,Aerobactin,26198-65-2,Single Compound,KDHHWXGBNUCREU-HOTGVXAUSA-N,C22H36N4O13
10975,DTXRID7016483136,ctd-1464,anthranilic acid,118-92-3,DTXSID8020094,Anthranilic acid,118-92-3,Single Compound,RWZYAGGXGHYGMB-UHFFFAOYSA-N,C7H7NO2
10976,DTXRID5016483137,ctd-1465,Corticosterone,50-22-6,DTXSID6022474,Corticosterone,50-22-6,Single Compound,OMFXVFTZEKFJBZ-HJTSIMOOSA-N,C21H30O4
10977,DTXRID3016483138,ctd-1466,cortolone,516-42-7,DTXSID10904343,Cortolone,516-42-7,Single Compound,JXCOSKURGJMQSG-AZQJGLEESA-N,C21H34O5
10978,DTXRID1016483139,ctd-1467,crotonyl-coenzyme A,992-67-6,DTXSID30904345,Crotonyl-coenzyme A,992-67-6,Mixture of Stereoisomers,KFWWCMJSYSSPSK-YEQMEKOANA-N,C25H40N7O17P3S
10979,DTXRID6016483140,ctd-1468,Cytidine Monophosphate N-Acetylneuraminic Acid,3063-71-6,DTXSID10904348,Cytidine monophosphate N-acetylneuraminic acid,3063-71-6,Single Compound,TXCIAUNLDRJGJZ-HAOOPCFNSA-N,C20H31N4O16P
10980,DTXRID4016483141,ctd-1469,cytidine monophosphate-N-glycoloylneuraminic acid,98300-80-2,DTXSID70904349,Cytidine monophosphate-N-glycoloylneuraminic acid,98300-80-2,Single Compound,HOEWKBQADMRCLO-YKNQQZBYSA-N,C20H31N4O17P
10981,DTXRID2016483142,ctd-1470,estrone sulfate,481-97-0,DTXSID50891501,Estrone sulfate,481-97-0,Single Compound,JKKFKPJIXZFSSB-HUDMVWGVNA-N,C18H22O5S
10982,DTXRID0016483143,ctd-1471,fructose-6-phosphate,6814-87-5,DTXSID80904350,"Fructose, 6-(dihydrogen phosphate)",6814-87-5,Single Compound,GSXOAOHZAIYLCY-HSUXUTPPSA-N,C6H13O9P
10983,DTXRID8016483144,ctd-1472,glucosaminic acid,6165-14-6,DTXSID60878848,"D-Gluconic acid, 2-amino-2-deoxy-",3646-68-2,Single Compound,UFYKDFXCZBTLOO-TXICZTDVSA-N,C6H13NO6
10984,DTXRID6016483145,ctd-1473,isocaproaldehyde,1119-16-0,DTXSID8061509,"Pentanal, 4-methyl-",1119-16-0,Single Compound,JGEGJYXHCFUMJF-UHFFFAOYSA-N,C6H12O
10985,DTXRID4016483146,ctd-1474,Malonyl Coenzyme A,524-14-1,DTXSID40904351,Malonyl coenzyme A,524-14-1,Single Compound,LTYOQGRJFJAKNA-DVVLENMVSA-N,C24H38N7O19P3S
10986,DTXRID2016483147,ctd-1475,N-acetylmuramic acid,1856-93-5,DTXSID70893663,(R)-2-Acetamido-3-O-(1-carboxyethyl)-2-deoxy-D-glucose,10597-89-4,Single Compound,SOARVSUSWULNDI-TVVSKHENSA-N,C11H19NO8
10987,DTXRID0016483148,ctd-1476,N-acetylserotonin,1210-83-9,DTXSID00153106,N-Acetylserotonin,1210-83-9,Single Compound,MVAWJSIDNICKHF-UHFFFAOYSA-N,C12H14N2O2
10988,DTXRID8016483149,ctd-1477,phenylacetylglycine,500-98-1,DTXSID40198177,Phenylacetylglycine,500-98-1,Single Compound,UTYVDVLMYQPLQB-UHFFFAOYSA-N,C10H11NO3
10989,DTXRID3016483150,ctd-1478,Pregnanediol,26445-07-8,DTXSID6046218,Pregnandiol,80-92-2,Single Compound,YWYQTGBBEZQBGO-YMQZRTQWSA-N,C21H36O2
10990,DTXRID1016483151,ctd-1479,testosterone glucuronate,1180-25-2,DTXSID00904352,Testosterone glucuronate,1180-25-2,Single Compound,NIKZPECGCSUSBV-HMAFJQTKSA-N,C25H36O8
10991,DTXRID9016483152,ctd-1480,beta-hydroxyisovaleric acid,625-08-1,DTXSID20211535,beta-Hydroxyisovaleric acid,625-08-1,Single Compound,AXFYFNCPONWUHW-UHFFFAOYSA-N,C5H10O3
10992,DTXRID7016483153,ctd-1481,Citric Acid,77-92-9,DTXSID3020332,Citric acid,77-92-9,Single Compound,KRKNYBCHXYNGOX-UHFFFAOYSA-N,C6H8O7
10993,DTXRID5016483154,ctd-1482,Creatine,57-00-1,DTXSID1040451,Creatine,57-00-1,Single Compound,CVSVTCORWBXHQV-UHFFFAOYSA-N,C4H9N3O2
10994,DTXRID3016483155,ctd-1483,carbitol,111-90-0,DTXSID2021941,2-(2-Ethoxyethoxy)ethanol,111-90-0,Single Compound,XXJWXESWEXIICW-UHFFFAOYSA-N,C6H14O3
10995,DTXRID1016483156,ctd-1484,ethoxyacetic acid,627-03-2,DTXSID7031294,Ethoxyacetic acid,627-03-2,Single Compound,YZGQDNOIGFBYKF-UHFFFAOYSA-N,C4H8O3
10996,DTXRID9016483157,ctd-1485,chlorferron,6174-86-3,DTXSID8052724,3-Chloro-7-hydroxy-4-methyl-2-benzopyrone,6174-86-3,Single Compound,ODZHLDRQCZXQFQ-UHFFFAOYSA-N,C10H7ClO3
10997,DTXRID7016483158,ctd-1486,coronene,191-07-1,DTXSID5047740,Coronene,191-07-1,Single Compound,VPUGDVKSAQVFFS-UHFFFAOYSA-N,C24H12
10998,DTXRID5016483159,ctd-1487,Coumaphos,56-72-4,DTXSID2020347,Coumaphos,56-72-4,Single Compound,BXNANOICGRISHX-UHFFFAOYSA-N,C14H16ClO5PS
10999,DTXRID0016483160,ctd-1488,methylformamide,123-39-7,DTXSID0025608,N-Methylformamide,123-39-7,Single Compound,ATHHXGZTWNVVOU-UHFFFAOYSA-N,C2H5NO
11000,DTXRID8016483161,ctd-1489,N-acetyl-S-(N-methylcarbamoyl)cysteine,103974-29-4,DTXSID00146174,N-Acetyl-S-(N-methylcarbamoyl)cysteine,103974-29-4,Single Compound,MXRPNYMMDLFYDL-YFKPBYRVSA-N,C7H12N2O4S
11001,DTXRID6016483162,ctd-1490,Dysprosium,7429-91-6,DTXSID5064673,Dysprosium,7429-91-6,Single Compound,KBQHZAAAGSGFKK-UHFFFAOYSA-N,Dy
11002,DTXRID4016483163,ctd-1491,2-hydroxyestradiol,362-05-0,DTXSID3022372,2-Hydroxy-estradiol,362-05-0,Single Compound,DILDHNKDVHLEQB-XSSYPUMDSA-N,C18H24O3
11003,DTXRID2016483164,ctd-1492,4-hydroxyestrone,3131-23-5,DTXSID00904312,4-Hydroxyestrone,3131-23-5,Single Compound,XQZVQQZZOVBNLU-QDTBLXIISA-N,C18H22O3
11004,DTXRID0016483165,ctd-1493,16-hydroxyestrone,18186-49-7,DTXSID20904314,16-Hydroxyestrone,18186-49-7,Single Compound,WPOCIZJTELRQMF-DIQFNYNJSA-N,C18H22O3
11005,DTXRID8016483166,ctd-1494,2-methoxyestrone,362-08-3,DTXSID90861900,"3-Hydroxy-2-methoxyestra-1(10),2,4-trien-17-one",362-08-3,Single Compound,WHEUWNKSCXYKBU-SGEDTQHRSA-N,C19H24O3
11006,DTXRID6016483167,ctd-1495,2-hydroxyestrone,362-06-1,DTXSID80904315,2-Hydroxyestrone,362-06-1,Single Compound,SWINWPBPEKHUOD-JPVZDGGYSA-N,C18H22O3
11007,DTXRID4016483168,ctd-1496,4-hydroxyestrone-4-methyl ether,58562-33-7,DTXSID40904316,4-Methoxyestrone,58562-33-7,Single Compound,PUEXVLNGOBYUEW-BFDPJXHCSA-N,C19H24O3
11008,DTXRID2016483169,ctd-1497,"2,3-bis(3'-hydroxybenzyl)butane-1,4-diol",76543-16-3,DTXSID10861023,"2,3-Bis[(3-hydroxyphenyl)methyl]butane-1,4-diol",76543-16-3,Single Compound,DWONJCNDULPHLV-UHFFFAOYNA-N,C18H22O4
11009,DTXRID7016483170,ctd-1498,Equol,531-95-3,DTXSID0022309,Equol,531-95-3,Single Compound,ADFCQWZHKCXPAJ-GFCCVEGCSA-N,C15H14O3
11010,DTXRID5016483171,ctd-1499,Erbium,7440-52-0,DTXSID8064694,Erbium,7440-52-0,Single Compound,UYAHIZSMUZPPFV-UHFFFAOYSA-N,Er
11011,DTXRID3016483172,ctd-1500,ethyl glucuronide,17685-04-0,DTXSID00904317,Ethyl glucuronide,17685-04-0,Single Compound,IWJBVMJWSPZNJH-XWBUKDKVSA-N,C8H14O7
11012,DTXRID1016483173,ctd-1501,Europium,7440-53-1,DTXSID3064695,Europium,7440-53-1,Single Compound,OGPBJKLSAFTDLK-UHFFFAOYSA-N,Eu
11013,DTXRID9016483174,ctd-1502,fumonisin B1,116355-83-0,DTXSID6020644,Fumonisin B1,116355-83-0,Single Compound,UVBUBMSSQKOIBE-ZWKVXHQASA-N,C34H59NO15
11014,DTXRID7016483175,ctd-1503,5-hydroxythiabendazole,948-71-0,DTXSID90241627,5-Hydroxythiabendazole,948-71-0,Single Compound,VNENJHUOPQAPAT-UHFFFAOYSA-N,C10H7N3OS
11015,DTXRID5016483176,ctd-1504,Hafnium,7440-58-6,DTXSID8064698,Hafnium,7440-58-6,Single Compound,VBJZVLUMGGDVMO-UHFFFAOYSA-N,Hf
11016,DTXRID3016483177,ctd-1505,"2,6-diethylaniline",579-66-8,DTXSID6027218,"2,6-Diethylaniline",579-66-8,Single Compound,FOYHNROGBXVLLX-UHFFFAOYSA-N,C10H15N
11017,DTXRID1016483178,ctd-1506,ammeline,645-92-1,DTXSID3060950,"1,3,5-Triazin-2(1H)-one, 4,6-diamino-",645-92-1,Single Compound,MASBWURJQFFLOO-UHFFFAOYSA-N,C3H5N5O
11018,DTXRID9016483179,ctd-1507,Holmium,7440-60-0,DTXSID3064699,Holmium,7440-60-0,Single Compound,KJZYNXUDTRRSPN-UHFFFAOYSA-N,Ho
11019,DTXRID4016483180,ctd-1508,hydroxycotinine,27323-64-4,DTXSID30873224,trans-3'-Hydroxycotinine,34834-67-8,Single Compound,XOKCJXZZNAUIQN-DTWKUNHWSA-N,C10H12N2O2
11020,DTXRID2016483181,ctd-1509,imidacloprid,105827-78-9,DTXSID5032442,Imidacloprid,138261-41-3,Single Compound,YWTYJOPNNQFBPC-UHFFFAOYSA-N,C9H10ClN5O2
11021,DTXRID0016483182,ctd-1510,"O,O-diethyl dithiophosphate",298-06-6,DTXSID6027133,"O,O-Diethyl dithiophosphate",298-06-6,Single Compound,IRDLUHRVLVEUHA-UHFFFAOYSA-N,C4H11O2PS2
11022,DTXRID8016483183,ctd-1511,"O,O-dimethyl phosphorodithioate",756-80-9,DTXSID9042120,Menazon,78-57-9,Single Compound,SUYHYHLFUHHVJQ-UHFFFAOYSA-N,C6H12N5O2PS2
11023,DTXRID6016483184,ctd-1512,"O,O-diethyl phosphorothionate",2465-65-8,DTXSID9052844,"O,O-Diethyl phosphorothionate",2465-65-8,Single Compound,PKUWKAXTAVNIJR-UHFFFAOYSA-N,C4H11O3PS
11024,DTXRID4016483185,ctd-1513,thiamethoxam,153719-23-4,DTXSID2034962,Thiamethoxam,153719-23-4,Mixture of Stereoisomers,NWWZPOKUUAIXIW-UHFFFAOYSA-N,C8H10ClN5O3S
11025,DTXRID2016483186,ctd-1514,thiophosphoric acid,13598-51-1,DTXSID8074948,Phosphorothioic acid,13598-51-1,Single Compound,RYYWUUFWQRZTIU-UHFFFAOYSA-N,H3O3PS
11026,DTXRID0016483187,ctd-1515,Iridium,7439-88-5,DTXSID0064674,Iridium,7439-88-5,Single Compound,GKOZUEZYRPOHIO-UHFFFAOYSA-N,Ir
11027,DTXRID8016483188,ctd-1516,isazophos,42509-80-8,DTXSID7034676,Isazofos,42509-80-8,Single Compound,XRHGWAGWAHHFLF-UHFFFAOYSA-N,C9H17ClN3O3PS
11028,DTXRID6016483189,ctd-1517,Lanthanum,7439-91-0,DTXSID0064676,Lanthanum,7439-91-0,Single Compound,FZLIPJUXYLNCLC-UHFFFAOYSA-N,La
11029,DTXRID1016483190,ctd-1518,Lutetium,7439-94-3,DTXSID5047746,Lutetium,7439-94-3,Single Compound,OHSVLFRHMCKCQY-UHFFFAOYSA-N,Lu
11030,DTXRID9016483191,ctd-1519,Ethylenethiourea,96-45-7,DTXSID5020601,Ethylene thiourea,96-45-7,Single Compound,PDQAZBWRQCGBEV-UHFFFAOYSA-N,C3H6N2S
11031,DTXRID7016483192,ctd-1520,verbenol,473-67-6,DTXSID2042511,Verbenol,473-67-6,Mixture of Stereoisomers,WONIGEXYPVIKFS-UHFFFAOYNA-N,C10H16O
11032,DTXRID5016483193,ctd-1521,n-butoxyacetic acid,2516-93-0,DTXSID0050392,2-Butoxyacetic acid,2516-93-0,Single Compound,AJQOASGWDCBKCJ-UHFFFAOYSA-N,C6H12O3
11033,DTXRID3016483194,ctd-1522,Neodymium,7440-00-8,DTXSID5064677,Neodymium,7440-00-8,Single Compound,QEFYFXOXNSNQGX-UHFFFAOYSA-N,Nd
11034,DTXRID1016483195,ctd-1523,methidathion,950-37-8,DTXSID5020819,Methidathion,950-37-8,Single Compound,MEBQXILRKZHVCX-UHFFFAOYSA-N,C6H11N2O4PS3
11035,DTXRID9016483196,ctd-1524,pirimiphos methyl,29232-93-7,DTXSID0024266,Pirimiphos-methyl,29232-93-7,Single Compound,QHOQHJPRIBSPCY-UHFFFAOYSA-N,C11H20N3O3PS
11036,DTXRID7016483197,ctd-1525,Vanilmandelic Acid,55-10-7,DTXSID10861583,"Benzeneacetic acid, .alpha.,4-dihydroxy-3-methoxy-",55-10-7,Mixture of Stereoisomers,CGQCWMIAEPEHNQ-UHFFFAOYNA-N,C9H10O5
11037,DTXRID5016483198,ctd-1526,2-isopropoxyphenol,4812-20-8,DTXSID5041431,2-Isopropoxyphenol,4812-20-8,Single Compound,ZNCUUYCDKVNVJH-UHFFFAOYSA-N,C9H12O2
